,Genotype,Location,Infection_Status,PBS_IFNg,CD3_CD28_IFNg,LPS_IFNg,Candida_IFNg,C..perfinges_IFNg,B..vulgatus_IFNg,T.muris_50ug.ml_IFNg,PBS_IL.5,CD3_CD28_IL.5,LPS_IL.5,Candida_IL.5,C..perfinges_IL.5,B..vulgatus_IL.5,T.muris_50ug.ml_IL.5,PBS_TNF.a,CD3_CD28_TNF.a,LPS_TNF.a,Candida_TNF.a,C..perfinges_TNF.a,B..vulgatus_TNF.a,T.muris_50ug.ml_TNF.a,PBS_IL.2,CD3_CD28_IL.2,LPS_IL.2,Candida_IL.2,C..perfinges_IL.2,B..vulgatus_IL.2,T.muris_50ug.ml_IL.2,PBS_IL.6,CD3_CD28_IL.6,LPS_IL.6,Candida_IL.6,C..perfinges_IL.6,B..vulgatus_IL.6,T.muris_50ug.ml_IL.6,PBS_IL.4,CD3_CD28_IL.4,LPS_IL.4,Candida_IL.4,C..perfinges_IL.4,B..vulgatus_IL.4,T.muris_50ug.ml_IL.4,PBS_IL.10,CD3_CD28_IL.10,LPS_IL.10,Candida_IL.10,C..perfinges_IL.10,B..vulgatus_IL.10,T.muris_50ug.ml_IL.10,PBS_IL.9,CD3_CD28_IL.9,LPS_IL.9,Candida_IL.9,C..perfinges_IL.9,B..vulgatus_IL.9,T.muris_50ug.ml_IL.9,PBS_IL.17A,CD3_CD28_IL.17A,LPS_IL.17A,Candida_IL.17A,C..perfinges_IL.17A,B..vulgatus_IL.17A,T.muris_50ug.ml_IL.17A,PBS_IL.22,CD3_CD28_IL.22,LPS_IL.22,Candida_IL.22,C..perfinges_IL.22,B..vulgatus_IL.22,T.muris_50ug.ml_IL.22,PBS_IL.13,CD3_CD28_IL.13,LPS_IL.13,Candida_IL.13,C..perfinges_IL.13,B..vulgatus_IL.13,T.muris_50ug.ml_IL.13
119,129,Lab,N,0.275007047,8.154716864,0.333423734,0.555816155,0.613531653,0.286881148,1.13093087,0.310340121,1.678071905,0.310340121,0.650764559,0.641546029,0.432959407,0.565597176,0.90303827,8.370164281,0.970853654,1.333423734,2.9202933,1.232660757,1.257010618,0.516015147,12.43755963,0.475084883,1.049630768,1.097610797,0.678071905,0.475084883,0.137503524,3.357552005,0.464668267,1.815575429,2.017921908,0.526068812,1.007195501,0.321928095,4.109360559,0.454175893,1.220329955,0.839959587,0.321928095,0.378511623,0.028569152,0.028569152,0.028569152,6.571646475,6.12122267,0.028569152,0.028569152,0.014355293,0.014355293,0.014355293,3.672425342,3.592158002,0.014355293,0.014355293,0.014355293,0.286881148,0.298658316,3.007195501,2.182692298,0.014355293,0.014355293,0.321928095,0.731183242,0.641546029,1.263034406,1.269033146,0.411426246,0.422233001,0.137503524,2.010779839,0.201633861,2.771885579,2.553360503,0.137503524,0.137503524
102,129,Lab,N,0.613531653,7.841281284,0.298658316,0.659924558,0.545968369,0.722466024,2.485426827,0.166715445,3.813524689,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,7.506684448,1.005759269,2.280956314,4.266036894,3.593353771,3.580145484,3.187451054,12.8363956,2.40599236,2.952333566,2.992768431,2.454175893,3.280956314,0.160920188,4.847495884,2.372952098,1.09085343,2.538538164,3.723558561,4.9202933,0.137503524,5.49057013,0.137503524,1.361768359,0.137503524,0.137503524,0.137503524,0.028569152,3.116863758,0.979659552,2.772307975,0.028569152,0.147957881,0.028569152,0.014355293,3.700439718,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,3.13422094,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,2.46727948,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,4.553360503,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
107,129,Lab,Tm,0.310340121,11.21619413,0.604071324,0.782408565,0.613531653,0.82374936,8.1393467,0.298658316,7.747454538,0.344828497,0.641546029,0.286881148,0.298658316,1.292781749,1.350497247,9.613163271,2.304511042,6.851998837,5.821455119,3.385431037,4.508428653,0.526068812,0.475084883,1.042644337,1.333423734,0.90303827,0.90303827,6.096135325,0.189033824,8.17042585,1.956056652,2.97819563,2.244887059,4.004501392,7.366846735,0.367371066,9.334563807,0.35614381,1.176322773,0.321928095,0.367371066,2.163498732,0.028569152,7.772241984,0.028569152,5.883107571,0.028569152,0.028569152,0.028569152,0.014355293,7.998534018,0.014355293,4.280213996,0.014355293,0.014355293,4.480265122,0.014355293,4.020591095,0.028569152,1.941106311,0.014355293,0.028569152,0.042644337,0.378511623,4.377817853,0.555816155,1.378511623,0.422233001,0.526068812,2.372952098,0.137503524,7.851124363,0.137503524,2.689299161,0.137503524,0.137503524,1.678071905
112,129,Lab,Tm,0.485426827,8.270108407,0.454175893,0.659924558,0.422233001,0.650764559,4.786596362,0.166715445,6.117071624,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,7.290018847,1.005759269,3.528571319,4.948600847,3.986410935,4.075532631,3.448900951,12.71889671,2.324810603,3.35473424,0.475084883,4.306699707,5.664198369,0.160920188,5.207111961,3.893362211,2.440952198,4.275007047,5.18705509,5.981624361,2.286881148,7.182394353,0.137503524,0.137503524,2.341985747,0.137503524,3.509695842,0.028569152,4.779522387,0.825378604,2.748890543,1.948600847,1.186500558,2.325386415,0.014355293,5.919340082,0.014355293,4.448240225,0.014355293,4.489286023,0.014355293,0.001441974,3.926948248,0.001441974,1.739848103,0.659924558,0.941106311,0.001441974,0.137503524,2.6622055,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,5.717539343,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
121,129,Lab,Tm,2.809414444,14.33235899,1.839959587,1.22650853,1.084064265,1.176322773,3.768713657,0.166715445,8.730504103,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,3.295723025,8.299574371,3.670160514,4.059182199,5.307064162,4.06608919,3.64038956,2.336283388,12.60282411,3.005399988,0.475084883,0.475084883,0.475084883,3.809414444,3.524815928,7.571904299,4.003602237,0.160920188,3.885574364,4.174725988,4.873321063,0.137503524,9.866150711,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,7.491155625,2.969749128,0.028569152,0.028569152,0.028569152,1.470406711,0.014355293,8.44232151,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,6.015470808,1.871843649,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,5.446587085,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,7.546817308,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
114,129,SF,N,0.443606651,9.690085299,0.731183242,0.344828497,0.757023247,0.555816155,2.835924074,0.166715445,4.929790998,1.526068812,0.166715445,3.192194165,0.166715445,0.166715445,2.042644337,9.340985011,3.165107985,2.319039816,5.38024459,3.698218478,3.541019153,3.543495883,14.22594472,0.650764559,0.475084883,4.264536431,3.645009884,1.757023247,2.319039816,5.826039959,3.769771739,0.160920188,3.885574364,5.007195501,5.254745198,0.137503524,6.89251246,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,5.269706447,0.119024103,0.028569152,0.027154052,0.028569152,0.028569152,0.014355293,4.383358695,2.23572706,0.014355293,3.019701914,0.765534746,2.217230716,0.042644337,4.776103988,0.695993813,0.137503524,0.839959587,0.432959407,0.176322773,1.350497247,2.849999259,1.929790998,1.263034406,1.691534165,1.851998837,1.485426827,0.137503524,5.013015536,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
111,129,SF,N,0.286881148,6.86727874,0.432959407,0.250961574,0.378511623,0.35614381,1.526068812,0.166715445,3.418189948,0.454175893,0.070389328,0.124328135,0.344828497,0.378511623,1.005759269,8.332752682,1.005759269,1.005759269,3.261530815,1.005759269,1.669026766,0.475084883,12.38534475,0.475084883,0.475084883,0.475084883,0.475084883,0.475084883,0.160920188,4.181897643,0.367371066,0.160920188,0.855989697,0.847996907,2.895302621,0.070389328,6.023698917,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,0.948600847,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,2.15704371,4.998646839,4.319039816,1.280956314,2.060047384,0.014355293,4.430954271,0.001441974,5.588264894,0.001441974,0.001441974,0.001441974,0.001441974,0.042644337,0.992768431,2.659924558,1.014355293,0.555816155,0.641546029,0.604071324,0.815575429,0.137503524,4.289096702,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
106,129,SF,Tm,0.604071324,8.600842114,0.475084883,0.378511623,0.687060688,0.201633861,5.567423758,0.166715445,4.654206378,0.166715445,0.166715445,1.922197848,0.166715445,0.166715445,2.462052319,8.806227376,3.689299161,3.782408565,6.672142433,5.211401637,5.301953395,2.448900951,13.75221232,0.475084883,3.691534165,0.475084883,3.57167681,6.543805176,0.160920188,5.507160349,3.393690764,1.974529312,4.189033824,5.84899843,6.769639521,0.137503524,7.125878364,0.137503524,0.137503524,0.137503524,0.137503524,3.750606505,0.028569152,5.270342053,0.878136767,0.005759269,1.101650076,0.550900665,0.331131922,2.941106311,3.904965719,1.422233001,1.655351829,1.280956314,0.014355293,1.454175893,0.35614381,5.573495715,0.485426827,0.516015147,0.632268215,0.475084883,1.790772038,1.589763487,3.195347598,1.659924558,1.599317794,1.669026766,1.372952098,2.432959407,0.137503524,5.348019909,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
112/125/117,129,SF,Tm,3.012568674,13.20587876,5.68116812,3.331991778,5.21218021,6.593204354,10.47763686,0.166715445,5.372952098,0.166715445,0.166715445,0.166715445,1.327687364,0.166715445,1.005759269,9.054170155,5.532316959,7.414135533,8.374909061,6.74402651,7.556199473,3.982765463,13.18176723,0.475084883,4.588564737,0.475084883,4.255500733,5.026357447,0.160920188,6.686920668,5.077670274,0.160920188,6.413289427,7.990728004,9.720466589,0.137503524,5.759954742,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.057970069,5.505922679,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,0.014355293,5.819412726,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.378511623,4.483493351,0.001441974,0.001441974,0.001441974,0.001441974,0.056583528,0.137503524,1.15704371,0.137503524,0.137503524,0.137503524,0.137503524,3.450221496,0.137503524,4.296457407,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
118,129,SF,Tm,0.575312331,9.292436676,0.464668267,0.5360529,1.063502942,0.443606651,4.503348735,0.014355293,6.794935663,0.166715445,0.028569152,0.344828497,0.166715445,1.150559677,1.005759269,8.219313751,1.35614381,1.782408565,5.478971805,3.114367025,4.243364426,0.475084883,12.67900719,0.475084883,0.475084883,3.207892852,0.475084883,5.351910961,0.163498732,6.209843231,2.416839742,0.378511623,4.532940288,3.365972428,5.390254956,0.137503524,8.120186028,0.137503524,0.137503524,1.925999419,0.137503524,2.114367025,1.335140206,5.383289566,0.500802053,0.028569152,3.20851726,0.028569152,0.028569152,0.014355293,6.853496704,0.014355293,0.014355293,5.198886991,0.014355293,1.981852653,0.001441974,4.855989697,0.001441974,0.028569152,1.815575429,0.001441974,0.001441974,0.97819563,2.533563348,1.15704371,0.910732662,1.744161096,0.948600847,1.726831217,0.137503524,6.206526016,0.137503524,0.137503524,2.910732662,0.137503524,0.137503524
110,129,SF,Tm,0.963474124,9.241864012,0.35614381,0.526068812,0.669026766,0.50589093,5.478648295,1.077242999,7.018478396,0.895302621,0.166715445,0.166715445,0.166715445,2.381283373,3.058316496,8.661243667,3.560714954,3.439623138,5.703765179,3.904002316,4.46727948,0.475084883,13.60021027,3.698218478,4.211012193,4.571069998,4.200849575,6.156841525,2.140778656,6.290203205,4.961160258,2,3.793895883,4.759155834,6.033643244,0.137503524,8.544191698,0.137503524,0.137503524,2.780310099,0.137503524,4.187451054,0.084064265,7.176960992,1.373509016,0.304511042,0.269033146,0.822934048,2.281549893,0.948600847,7.649687305,2.700439718,0.799087306,2.788685711,1.292781749,4.323370069,0.411426246,9.820163003,0.650764559,0.695993813,1.207892852,0.765534746,2.646162657,1.531069493,5.58345891,1.86393845,1.63691458,1.469885976,1.599317794,3.040892431,0.137503524,6.442943496,0.137503524,0.137503524,0.137503524,0.137503524,3.285402219
120,129,SF,Tm,0.454175893,9.578882121,0.286881148,0.263034406,0.250961574,0.495695163,4.040892431,0.166715445,5.404290064,0.166715445,0.014355293,0.166715445,0.214124805,1.416839742,1.005759269,8.87276721,3.748461233,3.163498732,5.473462236,4.507160349,4.412104045,0.475084883,13.45743475,0.475084883,0.475084883,0.475084883,2.13422094,4.741466986,2.185866545,5.970163425,5.486070744,1.589763487,3.777156666,5.925999419,6.619559738,0.201633861,7.149340669,0.163498732,0.137503524,0.137503524,0.137503524,2.217230716,0.028569152,4.747011369,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,2.972692654,5.726831217,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0,4.716990894,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,1.292781749,2.687060688,1.097610797,0.773996325,0.90303827,1.042644337,1.464668267,0.137503524,5.242602506,0.137503524,0.137503524,0.137503524,0.137503524,1.169925001
122/168,129,SF,Tm,3.204766751,14.08858205,5.559185866,3.707082992,6.356672044,5.809671678,11.30767328,0.166715445,3.493134922,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,8.825563051,5.824004051,6.836681593,8.029011087,6.717676423,6.70860111,4.316145742,12.52086664,4.516015147,0.475084883,0.475084883,0.475084883,5.809157165,0.23878686,6.524189078,3.925049965,0.516015147,5.575917361,6.979796718,3.976363636,0.137503524,6.956753663,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,5.635783407,0.028569152,0.028569152,0.028569152,0.028569152,0.022900402,0.014355293,2.799087306,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,4.172327492,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,2.66448284,0.137503524,0.137503524,0.137503524,0.137503524,1.23878686,0.137503524,5.029011087,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
103/124,129,SF,Tm,0.613531653,9.713919157,0.432959407,0.545968369,0.485426827,0.50589093,3.40053793,0.166715445,5.34091827,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,2.700439718,9.122776238,1.005759269,1.005759269,4.783456654,1.005759269,3.568032105,0.475084883,13.89528463,0.475084883,0.475084883,0.475084883,0.475084883,4.893847558,0.160920188,6.108106224,0.160920188,0.160920188,0.160920188,2.214124805,4.119356177,0.137503524,6.988230223,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,5.163659738,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,3.473786912,5.093391153,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,6.098453246,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,1.622930351,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,4.550900665,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
325/363,PWK,Lab,N,0.206643224,0.206643224,0.206643224,0.321928095,0.298658316,0.871843649,3.246408087,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,4.435628594,1.005759269,1.005759269,1.005759269,1.005759269,4.397118409,0.475084883,10.395502,0.475084883,3.177917792,2.56315813,3.564378169,4.253989266,4.27351589,7.242793024,2.44625623,0.160920188,0.160920188,3.358958826,7.220136447,4.436961338,4.488000771,0.137503524,0.137503524,0.137503524,3.56315813,3.371558863,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,5.99292701,5.712980888,0.014355293,6.956753663,0.014355293,0.014355293,0.014355293,5.469234794,5.129695157,1.669026766,0.001441974,0.001441974,0.001441974,0.001441974,3.865918815,3.996388746,5.258895755,0.137503524,0.137503524,0.137503524,0.137503524,3.121015401,3.384049807,4.578334949,0.137503524,0.137503524,0.137503524,0.137503524,4.34553831,4.455491621
301,PWK,Lab,Tm,0.23878686,6.443275112,0.321928095,0.214124805,0.298658316,2.070389328,2.350497247,0.166715445,2.361768359,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,7.713214653,1.005759269,1.005759269,4.514753498,4.90014226,3.243364426,2.319039816,15.24153335,0.475084883,2.23572706,2.189033824,3.956056652,3.129283017,0.160920188,2.66448284,0.160920188,0.160920188,2.937344392,6.427438564,4.257010618,0.137503524,2.646162657,0.137503524,0.137503524,0.137503524,2.963474124,0.137503524,0.028569152,3.665961186,0.028569152,0.028569152,0.028569152,5.012613366,0.028569152,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,5.169123281,0.014355293,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,3.512226887,0.001441974,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,3.08236197,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,4.005399988,0.137503524
319,PWK,Lab,Tm,0.948600847,10.86486708,6.006971184,1.82374936,9.152208776,10.05693571,12.38054223,0.389566812,1.485426827,0.485426827,0.411426246,0.422233001,0.565597176,0.941106311,2.032100843,8.450963771,7.289373408,8.448777088,9.573268478,8.552630676,8.192440776,1.344828497,11.01872179,2.100977648,2.021479727,3.960697039,4.130107179,6.42609699,2.160274831,6.816471712,8.483976963,5.003602237,9.056204164,9.686868157,10.46867495,0.378511623,1.232660757,0.333423734,0.344828497,0.344828497,0.516015147,0.695993813,0.028569152,7.701673804,0.028569152,0.028569152,7.391922345,6.63008507,6.461643148,0.014355293,8.873074932,0.014355293,0.014355293,0.014355293,1.263034406,1.695993813,0.35614381,10.69952908,1.531069493,1.10433666,7.229972385,8.327462824,8.729144865,2.207892852,9.558171951,6.175923742,3.937344392,7.420886575,9.056285465,9.268074087,0.137503524,4.21023299,0.137503524,0.137503524,0.137503524,0.22650853,0.23878686
304/374,PWK,SF,N,0.948600847,10.70868732,1.182692298,0.713695815,0.86393845,4.17951105,6.342341397,0.166715445,2.944858446,0.166715445,0.166715445,0.166715445,0.166715445,1.443606651,2.397802962,9.159871337,3.757023247,2.853995647,6.522463835,4.954661621,4.651912745,3.169925001,0.475084883,3.182692298,2.641546029,0.807354922,3.444932049,3.808385051,0.160920188,4.202417722,3.012568674,0.160920188,4.419538892,5.522306893,5.639810978,0.137503524,3.735522177,0.137503524,0.137503524,0.137503524,0.137503524,2.778208576,0.028569152,5.846067014,0.028569152,0.028569152,0.930548119,0.028569152,0.028569152,0,2.933572638,0.014355293,2.153805336,3.454175893,0.014355293,3.372952098,0.056583528,8.117643101,0.565597176,0.389566812,1.063502942,0.014355293,0,1.86393845,4.523561956,2.063502942,1.541019153,2.702657543,1.794935663,2.994579724,0.137503524,1.925999419,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
320,PWK,SF,N,0.206643224,9.663451366,0.201633861,0.495695163,0.189033824,0.250961574,3.218781168,0.166715445,2.140778656,0.389566812,0.22650853,0.166715445,0.166715445,0.070389328,1.005759269,9.134965305,3.100977648,1.835924074,0,1.333423734,5.125981654,0.475084883,22.06881019,0.475084883,0.475084883,0.475084883,0.475084883,0.475084883,0.160920188,2.952333566,2.849999259,0.650764559,0.160920188,0.160920188,5.897482468,0.137503524,1.550900665,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,4.175524601,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,0.014355293,2.039138394,0.014355293,3.114367025,0,3.705977902,4.039138394,0.001441974,7.376429311,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,3.218781168,0.895302621,1.03562391,0.782408565,1.214124805,1.929790998,0.137503524,2.333423734,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
316,PWK,SF,Tm,0.757023247,14.21898923,1.937344392,0.910732662,0.807354922,4.35614381,0.206643224,0.166715445,6.664625055,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,9.012261375,4.308885057,1.98550043,6.473137488,5.444600814,1.005759269,4.839959587,16.24608775,4.439623138,0.475084883,5.016139703,4.177917792,0.475084883,0.160920188,4.544732656,3.304511042,0.160920188,2.845991771,6.326968712,0.160920188,0.137503524,5.470211457,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,6.222263604,0.028569152,0.028569152,0.028569152,0.028569152,11.38584137,0.014355293,7.239455327,0.014355293,0.014355293,0.014355293,0.014355293,5.762880293,0.001441974,9.450200872,0.001441974,0.001441974,0.001441974,0.001441974,3.992768431,0.137503524,7.049304033,2.014355293,0.137503524,0.90303827,3.408711861,7.169724613,0.137503524,5.301587647,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
314,PWK,SF,Tm,0.831877241,13.47014916,3.697106574,0.799087306,3.836934011,7.638580719,12.37303097,0.166715445,7.517984267,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,8.910882535,4.575312331,4.773468928,7.673697747,5.92314918,6.758089934,0.475084883,15.88023448,2.759155834,4.826294245,4.564987801,3.269033146,6.825022364,0.160920188,4.116863758,2.464668267,0.160920188,5.629065137,6.754620312,9.432980279,0.137503524,4.852498299,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,6.464325194,0.028569152,0.028569152,0.028569152,0.028569152,1.252173413,0.014355293,6.604071324,0.014355293,0,0.014355293,0.042644337,0.014355293,0.001441974,8.616512087,0.001441974,0.001441974,0.001441974,0.001441974,3.852997588,0.137503524,6.328046556,0.150559677,0.137503524,0.056583528,4.047887329,7.814806743,0.137503524,5.566206293,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
302/362,PWK,SF,Tm,1.361768359,13.35570484,3.320484678,1.807354922,5.289834465,8.216794351,11.72615854,0.485426827,5.287620044,0.084064265,0.286881148,0.565597176,0.166715445,0.5360529,2.438292852,8.58545083,5.386466093,5.664198369,8.901198771,7.632195497,7.867525861,0.475084883,15.09583914,0.475084883,0.475084883,0.475084883,0.475084883,2.981852653,0.160920188,4.8899602,5.208283138,1.137503524,7.185073638,8.035128998,9.517846516,0.344828497,4.95373085,0.137503524,0.137503524,0.137503524,0.137503524,0.659924558,0.028569152,5.221761104,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,0.014355293,6.641256999,0.014355293,0.150559677,0.014355293,0.014355293,1.59454855,0.001441974,8.520815086,0.001441974,0.001441974,0.001441974,0.001441974,3.787641414,1.14404637,4.901108243,1.613531653,1.361768359,1.974529312,3.730096466,5.043081982,0.137503524,5.173926932,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
317/375,PWK,SF,Tm,0.925999419,13.07110366,2.839959587,0.650764559,0.992768431,6.252665432,11.31095354,0.166715445,4.95373085,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,1.005759269,8.883284784,4.200064862,4.321206567,7.521364878,6.217230716,6.767919586,4.355439197,16.63120463,4.265286858,0.475084883,3.787641414,4.549669171,5.513806537,0.160920188,3.724650272,3.543495883,0.160920188,5.229587923,7.30487605,8.979368029,0.137503524,4.892391026,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,5.867179879,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,0.014355293,4.818134761,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,7.215969746,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,4.222650022,0.137503524,0.137503524,0.137503524,1.344828497,5.078097423,0.137503524,3.173127433,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
318,PWK,SF,Tm,0.887525271,13.14070358,3.538538164,1.014355293,3.575312331,5.499845887,12.32104868,0.166715445,7.434711618,0.166715445,0.166715445,0.166715445,0.166715445,2.976363636,2.384049807,8.937108946,4.59454855,4.011674533,7.13996057,5.683415747,6.55197736,0.475084883,0.475084883,2.632268215,3.411426246,4.231893162,3.701549057,6.644288933,0.160920188,5.153805336,4.727920455,0.160920188,5.21218021,6.769110529,8.320033314,0.137503524,6.400025518,0.137503524,0.137503524,0.137503524,0.137503524,3.547203025,0.028569152,6.613590585,0.028569152,0.028569152,0.028569152,0.028569152,2.366252264,0.82374936,6.683696454,0.014355293,0.014355293,0.014355293,0.014355293,3.864928972,0.641546029,7.395919659,0.790772038,0.669026766,0,0,2.389566812,1.22650853,4.805292456,1.510961919,1.5360529,1.480265122,2.40053793,4.739308071,0.137503524,6.330199833,0.137503524,0.137503524,0.137503524,0.137503524,3.572889668
324,PWK,SF,Tm,0.790772038,11.80941846,0.790772038,0.641546029,0.632268215,0.713695815,3.168321116,0.166715445,6.287804709,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,2.580145484,8.077082738,2.189033824,1.005759269,4.457462965,2.493134922,3.434294618,4.886062338,13.40205808,5.166313748,3.814550423,4.795455272,4.54225805,4.40599236,0.160920188,2.22650853,0.160920188,0.160920188,0.137503524,2.432959407,3.270528942,0.137503524,4.503984704,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,5.197708158,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,0.014355293,4.440287821,2.684818738,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,8.698149009,0.014355293,0.001441974,0.001441974,0.001441974,0.001441974,0.137503524,5.14689956,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,4.146492307,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524
360,PWK,SF,Tm,3.063502942,14.14915487,4.029452886,2.347665656,3.977279923,5.359310317,6.846994687,0.166715445,5.262658655,0.166715445,0.166715445,0.166715445,0.166715445,0.166715445,2.596935142,9.256185096,5.166715445,4.313971371,7.696272084,6.123707577,1.005759269,4.557655155,16.71946048,5.024142346,0.475084883,3.931683057,4.059182199,4.571069998,0.124328135,5.462379572,4.850999395,0.160920188,5.925287387,6.811085644,4.062639828,0.137503524,4.292045492,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524,0.028569152,5.986410935,0.028569152,0.028569152,0.028569152,0.028569152,0.028569152,0.014355293,5.859969548,0.014355293,0.014355293,0.014355293,0.014355293,0.014355293,0.001441974,8.994805976,0.001441974,0.001441974,0.001441974,0.001441974,0.001441974,0.275007047,5.430954271,1.786596362,0.137503524,0.137503524,3.283921772,0.263034406,0.137503524,2.49057013,0.137503524,0.137503524,0.137503524,0.137503524,0.137503524